supplier_name,supplier_address,email,contact_number,fax,account_number,order_history,contract,supplier_country,supplier_city,country_code
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,661,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,484,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,37,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,656,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,235,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,103,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,172,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,146,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,580,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,173,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,176,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,552,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,46,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,137,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,33,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,78,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,135,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,506,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,539,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,439,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,366,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,459,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,158,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,317,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,555,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,100,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,575,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,614,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,466,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,523,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,259,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,109,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,357,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,2,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,663,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,11,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,67,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,80,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,462,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,474,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,116,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,582,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,378,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,179,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,404,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,81,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,434,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,597,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,383,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,303,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,241,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,308,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,22,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,665,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,3,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,302,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,287,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,211,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,222,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,166,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,50,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,21,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,19,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,443,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,210,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,381,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,8,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,34,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,57,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,529,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,25,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,508,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,49,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,640,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,47,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,557,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,415,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,645,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,448,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,121,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,559,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,332,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,54,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,607,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,633,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,655,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,87,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,392,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,68,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,485,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,122,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,299,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,482,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,86,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,74,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,400,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,275,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,425,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,190,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,143,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,487,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,461,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,270,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,165,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,194,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,150,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,266,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,319,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,175,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,525,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,24,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,592,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,112,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,627,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,6,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,289,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,31,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,320,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,132,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,360,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,345,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,195,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,603,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,593,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,619,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,296,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,163,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,630,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,401,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,413,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,75,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,371,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,521,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,237,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,528,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,206,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,388,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,456,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,9,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,207,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,286,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,205,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,659,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,341,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,28,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,658,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,581,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,364,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,422,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,596,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,480,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,247,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,102,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,97,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,365,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,631,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,239,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,178,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,69,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,490,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,537,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,10,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,244,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,397,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,119,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,406,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,642,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,90,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,242,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,331,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,577,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,556,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,493,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,548,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,517,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,426,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,451,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,292,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,201,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,544,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,455,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,450,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,574,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,510,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,602,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,491,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,503,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,288,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,669,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,568,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,277,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,367,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,420,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,342,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,114,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,77,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,453,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,278,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,479,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,399,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,233,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,670,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,374,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,4,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,343,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,48,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,218,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,335,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,464,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,411,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,131,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,279,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,600,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,519,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,169,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,518,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,578,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,513,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,431,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,147,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,379,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,264,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,476,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,650,No,Canada,Toronto,+1
