supplier_name,supplier_address,email,contact_number,fax,account_number,order_history,contract,supplier_country,supplier_city,country_code
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,227,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,236,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,44,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,623,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,347,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,171,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,324,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,620,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,238,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,632,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,336,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,647,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,16,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,71,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,321,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,533,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,52,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,316,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,526,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,35,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,621,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,497,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,629,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,85,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,273,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,370,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,483,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,301,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,96,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,63,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,248,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,583,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,666,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,251,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,145,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,657,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,385,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,424,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,245,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,197,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,469,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,91,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,254,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,89,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,310,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,421,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,257,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,70,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,564,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,155,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,386,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,486,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,108,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,613,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,51,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,144,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,305,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,269,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,64,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,14,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,609,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,157,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,290,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,7,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,457,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,192,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,142,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,181,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,346,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,217,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,300,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,362,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,551,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,648,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,646,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,402,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,164,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,437,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,182,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,240,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,62,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,219,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,230,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,325,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,414,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,558,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,72,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,184,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,492,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,516,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,274,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,384,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,160,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,225,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,616,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,128,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,167,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,501,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,654,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,198,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,177,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,635,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,168,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,268,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,546,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,282,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,515,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,446,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,534,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,221,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,231,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,419,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,209,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,553,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,284,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,408,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,214,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,350,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,126,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,380,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,495,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,543,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,115,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,13,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,334,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,203,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,285,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,56,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,39,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,354,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,412,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,615,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,610,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,127,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,323,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,134,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,514,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,188,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,202,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,187,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,79,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,651,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,314,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,505,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,17,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,565,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,53,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,113,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,340,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,511,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,42,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,465,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,82,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,40,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,215,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,104,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,138,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,294,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,94,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,475,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,391,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,368,Yes,UK,London,+44
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,232,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,560,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,159,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,359,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,261,No,Germany,Berlin,+49
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,59,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,154,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,604,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,352,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,133,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,644,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,542,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,344,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,36,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,500,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,333,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,200,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,199,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,295,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,107,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,586,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,599,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,473,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,520,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,260,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,117,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,498,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,223,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,124,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,585,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,550,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,312,No,Canada,Toronto,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,579,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,617,Yes,UK,London,+44
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,356,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,283,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,76,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,267,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,93,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,606,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,129,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,636,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,527,Yes,UK,London,+44
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,576,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,433,No,Canada,Toronto,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,653,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,141,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,502,No,Germany,Berlin,+49
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,23,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,338,Yes,USA,New York,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,652,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,507,No,Canada,Toronto,+1
Supplier C,789 Oak St,supplierC@example.com,3456789012,2987654319,33334444,45,Yes,UK,London,+44
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,220,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,101,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,30,Yes,USA,New York,+1
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,193,Yes,USA,New York,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,396,No,Germany,Berlin,+49
Supplier A,123 Main St,supplierA@example.com,1234567890,0987654321,11112222,66,Yes,USA,New York,+1
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,189,No,Canada,Toronto,+1
Supplier D,321 Pine St,supplierD@example.com,4567890123,3987654318,44445555,427,No,Germany,Berlin,+49
Supplier B,456 Maple Ave,supplierB@example.com,2345678901,1987654320,22223333,256,No,Canada,Toronto,+1
